Date,Primary Delay Minutes,Reactionary Delay Minutes,Delay Minutes,Actual Mileage,Primary Delay per 100 miles,Footfall,Count of Trains/Timing Points - WTT,Planned,On Time - WTT,Within 3 - WTT,PPM,On Time WTT%,PPM%
12/09/2018,13658.00,33629.00,47287.00,948590.00,1.44,2512832.00,366902.00,23071.00,221070.00,297374.00,20068.00,0.60,0.87
13/09/2018,14934.00,35513.00,50447.00,951166.00,1.57,2572797.00,368744.00,23071.00,222868.00,298346.00,20178.00,0.60,0.87
14/09/2018,14668.00,31546.00,46214.00,955170.00,1.54,2553923.00,371662.00,23125.00,231405.00,307455.00,20601.00,0.62,0.89
17/09/2018,12557.00,34737.00,47294.00,947102.00,1.33,2402907.00,368413.00,23062.00,224638.00,299231.00,20299.00,0.61,0.88
18/09/2018,14479.00,34633.00,49112.00,949880.00,1.52,2508357.00,369242.00,23118.00,222438.00,298107.00,20356.00,0.60,0.88
19/09/2018,28310.00,47947.00,76257.00,865529.00,3.27,2495754.00,342673.00,23110.00,191872.00,260000.00,17638.00,0.56,0.76
20/09/2018,25315.00,53823.00,79138.00,928193.00,2.73,2639005.00,363200.00,23087.00,189807.00,264438.00,18292.00,0.52,0.79
21/09/2018,23085.00,57719.00,80804.00,924762.00,2.50,2693493.00,359022.00,23201.00,180137.00,253894.00,18113.00,0.50,0.78
24/09/2018,14707.00,41051.00,55758.00,939490.00,1.57,2479669.00,363975.00,22994.00,206094.00,282230.00,19440.00,0.57,0.85
25/09/2018,15366.00,42173.00,57539.00,947735.00,1.62,2577704.00,367807.00,23098.00,207807.00,284762.00,19665.00,0.57,0.85
26/09/2018,17244.00,47902.00,65146.00,933851.00,1.85,2702590.00,364296.00,23110.00,199231.00,275556.00,19175.00,0.55,0.83
27/09/2018,12677.00,38076.00,50753.00,947605.00,1.34,2741127.00,368086.00,23105.00,214433.00,292181.00,19961.00,0.58,0.86
28/09/2018,11105.00,32556.00,43661.00,952826.00,1.17,2743611.00,370407.00,23138.00,225889.00,302305.00,20462.00,0.61,0.88
01/10/2018,14060.00,40970.00,55030.00,948678.00,1.48,2449703.00,368223.00,23030.00,211643.00,288456.00,19572.00,0.57,0.85
02/10/2018,12469.00,34238.00,46707.00,949516.00,1.31,2563373.00,368471.00,23085.00,222180.00,297716.00,20166.00,0.60,0.87
03/10/2018,14839.00,47283.00,62122.00,943896.00,1.57,2636699.00,367466.00,23109.00,207494.00,282394.00,19395.00,0.56,0.84
04/10/2018,14994.00,42190.00,57184.00,945609.00,1.59,2717968.00,367293.00,23092.00,211039.00,285942.00,19578.00,0.57,0.85
05/10/2018,16408.00,37082.00,53490.00,914217.00,1.79,2765092.00,354366.00,22565.00,203115.00,277441.00,19410.00,0.57,0.86
08/10/2018,12801.00,36663.00,49464.00,945719.00,1.35,2488889.00,368176.00,22969.00,218666.00,293436.00,20090.00,0.59,0.87
09/10/2018,14813.00,41833.00,56646.00,945349.00,1.57,2576460.00,367414.00,23032.00,211534.00,288263.00,19680.00,0.58,0.85
10/10/2018,15645.00,43727.00,59372.00,942758.00,1.66,2663058.00,367321.00,23036.00,203930.00,280968.00,19236.00,0.56,0.84
11/10/2018,15180.00,44277.00,59457.00,937399.00,1.62,2714656.00,366394.00,23053.00,195085.00,273719.00,19008.00,0.53,0.82
12/10/2018,26806.00,67743.00,94549.00,922900.00,2.90,2715725.00,362904.00,23119.00,177482.00,249622.00,17646.00,0.49,0.76
15/10/2018,15625.00,55432.00,71057.00,937085.00,1.67,2519508.00,364909.00,23002.00,184963.00,262192.00,18466.00,0.51,0.80
16/10/2018,18724.00,46558.00,65282.00,938849.00,1.99,2586968.00,363153.00,23087.00,199220.00,275791.00,18991.00,0.55,0.82
17/10/2018,15186.00,45018.00,60204.00,918855.00,1.65,2562962.00,357857.00,22889.00,195056.00,272326.00,18852.00,0.55,0.82
18/10/2018,13321.00,37608.00,50929.00,942356.00,1.41,2675224.00,366751.00,22991.00,209139.00,287900.00,19752.00,0.57,0.86
19/10/2018,14428.00,44665.00,59093.00,948405.00,1.52,2723527.00,369462.00,23130.00,198339.00,276613.00,19270.00,0.54,0.83
22/10/2018,17102.00,50080.00,67182.00,930518.00,1.84,2514411.00,361053.00,22898.00,195152.00,269613.00,18484.00,0.54,0.81
23/10/2018,19950.00,57623.00,77573.00,895338.00,2.23,2565880.00,346846.00,22175.00,174651.00,242713.00,17048.00,0.50,0.77
24/10/2018,15820.00,40713.00,56533.00,915728.00,1.73,2616576.00,355667.00,22178.00,194726.00,271170.00,18536.00,0.55,0.84
25/10/2018,17070.00,48065.00,65135.00,906087.00,1.88,2709402.00,351788.00,22172.00,182054.00,257007.00,17816.00,0.52,0.80
26/10/2018,14441.00,44851.00,59292.00,915366.00,1.58,2745137.00,356845.00,22228.00,187012.00,262269.00,18279.00,0.52,0.82
29/10/2018,18170.00,48649.00,66819.00,935167.00,1.94,2569155.00,361483.00,23039.00,188751.00,266655.00,18518.00,0.52,0.80
30/10/2018,16206.00,43325.00,59531.00,939661.00,1.72,2617252.00,364935.00,23066.00,201808.00,278561.00,19236.00,0.55,0.83
31/10/2018,15506.00,45610.00,61116.00,940453.00,1.65,2719475.00,365965.00,23088.00,199687.00,276184.00,19170.00,0.55,0.83
01/11/2018,15285.00,46120.00,61405.00,935891.00,1.63,2759370.00,362979.00,23053.00,196286.00,274785.00,18910.00,0.54,0.82
02/11/2018,15133.00,48822.00,63955.00,936884.00,1.62,2785387.00,362734.00,23107.00,195818.00,272745.00,18883.00,0.54,0.82
05/11/2018,13713.00,37352.00,51065.00,944298.00,1.45,2473701.00,366148.00,22998.00,210961.00,287923.00,19799.00,0.58,0.86
06/11/2018,12865.00,44577.00,57442.00,943558.00,1.36,2561301.00,366568.00,23090.00,198779.00,277714.00,19240.00,0.54,0.83
07/11/2018,19984.00,76258.00,96242.00,928691.00,2.15,2646714.00,359142.00,23083.00,158937.00,235071.00,16639.00,0.44,0.72
08/11/2018,15232.00,45771.00,61003.00,941360.00,1.62,2737653.00,366620.00,23076.00,198564.00,278342.00,19072.00,0.54,0.83
09/11/2018,20765.00,64736.00,85501.00,945330.00,2.20,2768891.00,365723.00,23100.00,173462.00,251889.00,17565.00,0.47,0.76
12/11/2018,16916.00,63932.00,80848.00,946437.00,1.79,2512132.00,366973.00,23014.00,177337.00,253438.00,17511.00,0.48,0.76
13/11/2018,13909.00,44866.00,58775.00,949135.00,1.47,2586250.00,370110.00,23078.00,199420.00,278476.00,19107.00,0.54,0.83
14/11/2018,16939.00,58212.00,75151.00,944920.00,1.79,2635907.00,366890.00,23080.00,184980.00,261747.00,17881.00,0.50,0.77
15/11/2018,18390.00,56205.00,74595.00,941999.00,1.95,2775469.00,367750.00,23067.00,185912.00,263078.00,18307.00,0.51,0.79
16/11/2018,15233.00,53532.00,68765.00,949858.00,1.60,2812812.00,370236.00,23087.00,184393.00,266552.00,18371.00,0.50,0.80
19/11/2018,20828.00,74538.00,95366.00,903691.00,2.30,2426319.00,351520.00,22932.00,153768.00,225153.00,15866.00,0.44,0.69
20/11/2018,16304.00,59202.00,75506.00,937671.00,1.74,2615125.00,367409.00,23009.00,167135.00,248767.00,17487.00,0.45,0.76
21/11/2018,14122.00,50417.00,64539.00,939949.00,1.50,2688463.00,368355.00,23015.00,189300.00,268822.00,18786.00,0.51,0.82
22/11/2018,15157.00,47619.00,62776.00,942623.00,1.61,2787990.00,369983.00,23016.00,192789.00,275110.00,18935.00,0.52,0.82
23/11/2018,19410.00,50221.00,69631.00,936824.00,2.07,2896340.00,367918.00,23064.00,192395.00,270382.00,18667.00,0.52,0.81
26/11/2018,17685.00,55826.00,73511.00,928775.00,1.90,2562369.00,364457.00,22974.00,191814.00,267621.00,18474.00,0.53,0.80
27/11/2018,15396.00,56968.00,72364.00,943011.00,1.63,2617631.00,368752.00,23043.00,175233.00,255748.00,17952.00,0.48,0.78
28/11/2018,22729.00,60148.00,82877.00,927821.00,2.45,2724903.00,363483.00,23012.00,170660.00,249770.00,17631.00,0.47,0.77
29/11/2018,30282.00,76539.00,106821.00,910558.00,3.33,2816970.00,358320.00,23019.00,155750.00,228184.00,16548.00,0.43,0.72
30/11/2018,14684.00,45197.00,59881.00,928094.00,1.58,2947708.00,362857.00,23015.00,188731.00,268655.00,18714.00,0.52,0.81
03/12/2018,16419.00,53492.00,69911.00,933880.00,1.76,2605327.00,366964.00,22961.00,191690.00,269439.00,18533.00,0.52,0.81
04/12/2018,13135.00,43325.00,56460.00,946477.00,1.39,2704470.00,371126.00,23017.00,201337.00,282225.00,19229.00,0.54,0.84
05/12/2018,15767.00,53222.00,68989.00,942649.00,1.67,2770313.00,369381.00,23041.00,185681.00,266281.00,18417.00,0.50,0.80
06/12/2018,13384.00,46428.00,59812.00,944836.00,1.42,2878578.00,368887.00,23042.00,196693.00,277648.00,19224.00,0.53,0.83
07/12/2018,21443.00,51904.00,73347.00,937035.00,2.29,2890511.00,368078.00,23035.00,184491.00,265739.00,18601.00,0.50,0.81
10/12/2018,13492.00,37391.00,50883.00,954330.00,1.41,2618873.00,377647.00,23543.00,213324.00,295081.00,19878.00,0.56,0.84
11/12/2018,16660.00,51060.00,67720.00,947994.00,1.76,2708156.00,377095.00,23596.00,201989.00,281697.00,19126.00,0.54,0.81
12/12/2018,11800.00,41571.00,53371.00,955720.00,1.23,2783788.00,379653.00,23606.00,212751.00,296505.00,20004.00,0.56,0.85
13/12/2018,14715.00,49380.00,64095.00,951665.00,1.55,2893707.00,376497.00,23606.00,200124.00,280290.00,19004.00,0.53,0.81
14/12/2018,16394.00,53294.00,69688.00,953378.00,1.72,2948898.00,376395.00,23630.00,192774.00,272558.00,18645.00,0.51,0.79
17/12/2018,18251.00,43926.00,62177.00,939633.00,1.94,2591142.00,373008.00,23573.00,214405.00,293077.00,19652.00,0.57,0.83
18/12/2018,13533.00,43003.00,56536.00,955916.00,1.42,2594132.00,379846.00,23621.00,209077.00,291937.00,19724.00,0.55,0.84
19/12/2018,13481.00,35730.00,49211.00,955845.00,1.41,2653546.00,378993.00,23651.00,223569.00,304242.00,20345.00,0.59,0.86
20/12/2018,16976.00,38659.00,55635.00,954605.00,1.78,2712230.00,377681.00,23657.00,221962.00,301296.00,20335.00,0.59,0.86
21/12/2018,16223.00,44522.00,60745.00,953263.00,1.70,2624593.00,377285.00,23692.00,209944.00,289364.00,19726.00,0.56,0.83
24/12/2018,7652.00,14511.00,22163.00,690233.00,1.11,1170457.00,272835.00,17629.00,194371.00,240786.00,16285.00,0.71,0.92
27/12/2018,12408.00,30075.00,42483.00,730598.00,1.70,1688868.00,283073.00,18827.00,173121.00,222523.00,16105.00,0.61,0.86
28/12/2018,11085.00,23318.00,34403.00,817337.00,1.36,1725605.00,312855.00,20381.00,206688.00,262010.00,18328.00,0.66,0.90
31/12/2018,8114.00,11935.00,20049.00,736549.00,1.10,1432201.00,286595.00,18711.00,213155.00,258381.00,17482.00,0.74,0.93
02/01/2019,11918.00,25820.00,37738.00,920171.00,1.30,2093950.00,364368.00,22490.00,240110.00,310364.00,20349.00,0.66,0.90
03/01/2019,11068.00,26329.00,37397.00,961750.00,1.15,2205223.00,382758.00,23653.00,253506.00,327861.00,21451.00,0.66,0.91
04/01/2019,10976.00,24613.00,35589.00,954654.00,1.15,2183212.00,378905.00,23681.00,253253.00,326937.00,21254.00,0.67,0.90
07/01/2019,9889.00,30907.00,40796.00,964031.00,1.03,2203919.00,381929.00,23494.00,243160.00,318151.00,20932.00,0.64,0.89
08/01/2019,9181.00,31078.00,40259.00,966860.00,0.95,2315273.00,383317.00,23527.00,248386.00,322837.00,21110.00,0.65,0.90
09/01/2019,11229.00,26759.00,37988.00,966883.00,1.16,2364470.00,384483.00,23519.00,252631.00,329151.00,21408.00,0.66,0.91
10/01/2019,11449.00,27624.00,39073.00,962221.00,1.19,2428142.00,383627.00,23549.00,246499.00,323929.00,21333.00,0.64,0.91
11/01/2019,8346.00,22420.00,30766.00,972091.00,0.86,2371077.00,387353.00,23581.00,262332.00,337791.00,21922.00,0.68,0.93
14/01/2019,14883.00,33291.00,48174.00,950869.00,1.57,2287531.00,379005.00,23611.00,243483.00,315106.00,20606.00,0.64,0.87
15/01/2019,10817.00,31594.00,42411.00,960758.00,1.13,2430877.00,384079.00,23693.00,250231.00,324335.00,21034.00,0.65,0.89
16/01/2019,15823.00,41603.00,57426.00,960117.00,1.65,2470802.00,381102.00,23666.00,228320.00,305184.00,20276.00,0.60,0.86
17/01/2019,13089.00,32851.00,45940.00,963170.00,1.36,2569260.00,384079.00,23666.00,238939.00,315815.00,20943.00,0.62,0.88
18/01/2019,10367.00,29901.00,40268.00,963996.00,1.08,2540165.00,384433.00,23707.00,245137.00,322348.00,21077.00,0.64,0.89
21/01/2019,11727.00,31562.00,43289.00,958438.00,1.22,2380312.00,381791.00,23603.00,243346.00,318309.00,20635.00,0.64,0.87
22/01/2019,9692.00,30176.00,39868.00,959043.00,1.01,2466213.00,381998.00,23605.00,240764.00,318921.00,21006.00,0.63,0.89
23/01/2019,13185.00,32243.00,45428.00,960501.00,1.37,2541432.00,381062.00,23660.00,241206.00,315301.00,20713.00,0.63,0.88
24/01/2019,14781.00,40141.00,54922.00,949596.00,1.56,2619333.00,376540.00,23627.00,228237.00,303645.00,19995.00,0.61,0.85
25/01/2019,11574.00,30021.00,41595.00,964077.00,1.20,2632917.00,383668.00,23719.00,241237.00,319137.00,21000.00,0.63,0.89
28/01/2019,11880.00,38724.00,50604.00,956645.00,1.24,2403532.00,381834.00,23594.00,235757.00,312356.00,20431.00,0.62,0.87
29/01/2019,12019.00,38058.00,50077.00,964909.00,1.25,2470300.00,384786.00,23615.00,229661.00,308329.00,20405.00,0.60,0.86
30/01/2019,15042.00,35042.00,50084.00,954819.00,1.58,2489538.00,379105.00,23407.00,229162.00,305772.00,20301.00,0.60,0.87
31/01/2019,22955.00,53181.00,76136.00,934923.00,2.46,2580437.00,371361.00,23419.00,200843.00,274813.00,18618.00,0.54,0.80
01/02/2019,20802.00,48394.00,69196.00,941417.00,2.21,2446990.00,375694.00,23447.00,204598.00,284497.00,19024.00,0.54,0.81
04/02/2019,10531.00,34039.00,44570.00,961217.00,1.10,2371923.00,382502.00,23618.00,236669.00,313891.00,20607.00,0.62,0.87
05/02/2019,12045.00,31325.00,43370.00,966989.00,1.25,2489003.00,386998.00,23654.00,242691.00,321251.00,21077.00,0.63,0.89
06/02/2019,10617.00,33178.00,43795.00,963086.00,1.10,2542004.00,386280.00,23655.00,242202.00,318702.00,20995.00,0.63,0.89
07/02/2019,10621.00,28038.00,38659.00,961491.00,1.10,2636784.00,384741.00,23654.00,247012.00,324054.00,21154.00,0.64,0.89
08/02/2019,17548.00,37443.00,54991.00,953364.00,1.84,2601770.00,382172.00,23712.00,225294.00,304037.00,20475.00,0.59,0.86
11/02/2019,13293.00,37316.00,50609.00,960076.00,1.38,2421384.00,381503.00,23650.00,244116.00,315580.00,20460.00,0.64,0.87
12/02/2019,13359.00,39190.00,52549.00,957988.00,1.39,2518008.00,383230.00,23625.00,238165.00,311724.00,20335.00,0.62,0.86
13/02/2019,13543.00,42209.00,55752.00,956127.00,1.42,2615851.00,381639.00,23634.00,241606.00,315223.00,20615.00,0.63,0.87
14/02/2019,14942.00,38022.00,52964.00,959455.00,1.56,2602599.00,381398.00,23598.00,234230.00,308801.00,20223.00,0.61,0.86
15/02/2019,15637.00,43436.00,59073.00,954325.00,1.64,2610930.00,382129.00,23648.00,223750.00,300237.00,20109.00,0.59,0.85
18/02/2019,13926.00,32587.00,46513.00,944887.00,1.47,2450792.00,379439.00,23395.00,241092.00,315811.00,20677.00,0.64,0.88
19/02/2019,9547.00,32495.00,42042.00,951831.00,1.00,2564336.00,382221.00,23460.00,250461.00,324344.00,21107.00,0.66,0.90
20/02/2019,9733.00,23661.00,33394.00,951285.00,1.02,2613183.00,382621.00,23459.00,258283.00,332537.00,21558.00,0.68,0.92
21/02/2019,11802.00,29709.00,41511.00,948641.00,1.24,2698068.00,380408.00,23465.00,249753.00,321410.00,21030.00,0.66,0.90
22/02/2019,10979.00,26115.00,37094.00,950244.00,1.16,2649046.00,381464.00,23509.00,250900.00,325918.00,21271.00,0.66,0.90
25/02/2019,12459.00,43045.00,55504.00,948899.00,1.31,2401391.00,381180.00,23648.00,236817.00,311389.00,20231.00,0.62,0.86
26/02/2019,12836.00,33631.00,46467.00,959132.00,1.34,2500911.00,384993.00,23704.00,246270.00,320729.00,20699.00,0.64,0.87
27/02/2019,12158.00,28671.00,40829.00,962476.00,1.26,2593692.00,387539.00,23703.00,248888.00,326020.00,21186.00,0.64,0.89
28/02/2019,11232.00,34675.00,45907.00,960960.00,1.17,2693937.00,385525.00,23706.00,248635.00,327638.00,21194.00,0.64,0.89
01/03/2019,9073.00,22306.00,31379.00,964222.00,0.94,2665408.00,388784.00,23744.00,266657.00,341233.00,21940.00,0.69,0.92
04/03/2019,12464.00,30551.00,43015.00,953079.00,1.31,2448899.00,384259.00,23832.00,252703.00,325772.00,21317.00,0.66,0.89
05/03/2019,11876.00,30084.00,41960.00,952610.00,1.25,2538463.00,384727.00,23894.00,251534.00,325582.00,21334.00,0.65,0.89
06/03/2019,10152.00,30250.00,40402.00,959855.00,1.06,2547139.00,385763.00,23893.00,251826.00,327332.00,21406.00,0.65,0.90
07/03/2019,15777.00,33399.00,49176.00,942715.00,1.67,2696994.00,379010.00,23745.00,235539.00,309186.00,20579.00,0.62,0.87
08/03/2019,10879.00,26639.00,37518.00,954018.00,1.14,2686997.00,385843.00,23772.00,251560.00,328448.00,21554.00,0.65,0.91
11/03/2019,18765.00,45388.00,64153.00,937893.00,2.00,2503374.00,373001.00,23798.00,226627.00,297668.00,19532.00,0.61,0.82
12/03/2019,15231.00,31001.00,46232.00,961233.00,1.58,2557260.00,385511.00,23862.00,241247.00,319296.00,20881.00,0.63,0.88
13/03/2019,18723.00,45040.00,63763.00,938034.00,2.00,2596077.00,377695.00,23852.00,225629.00,296003.00,19828.00,0.60,0.83
14/03/2019,13458.00,29860.00,43318.00,962629.00,1.40,2694187.00,387887.00,23785.00,248138.00,324959.00,21407.00,0.64,0.90
15/03/2019,12097.00,29978.00,42075.00,956608.00,1.26,2670148.00,385267.00,23822.00,252753.00,324617.00,21276.00,0.66,0.89
18/03/2019,12487.00,27753.00,40240.00,960053.00,1.30,2453147.00,386542.00,23706.00,255484.00,329674.00,21394.00,0.66,0.90
19/03/2019,12031.00,28726.00,40757.00,957126.00,1.26,2536775.00,385829.00,23758.00,255027.00,328182.00,21328.00,0.66,0.90
20/03/2019,10161.00,27592.00,37753.00,957922.00,1.06,2594509.00,386177.00,23763.00,254064.00,326703.00,21389.00,0.66,0.90
21/03/2019,8241.00,21562.00,29803.00,966118.00,0.85,2657912.00,387021.00,23770.00,265640.00,337438.00,22037.00,0.69,0.93
22/03/2019,15319.00,36591.00,51910.00,931360.00,1.64,2619875.00,377301.00,23811.00,239650.00,308743.00,20524.00,0.64,0.86
25/03/2019,12822.00,32919.00,45741.00,953162.00,1.35,2462783.00,384054.00,23405.00,254884.00,326879.00,20715.00,0.66,0.89
26/03/2019,11612.00,24639.00,36251.00,958423.00,1.21,2532809.00,384868.00,23459.00,261242.00,333597.00,21354.00,0.68,0.91
27/03/2019,7968.00,19615.00,27583.00,965860.00,0.82,2570257.00,389407.00,23461.00,271631.00,344265.00,21789.00,0.70,0.93
28/03/2019,11838.00,24270.00,36108.00,951974.00,1.24,2694346.00,385804.00,23463.00,264931.00,335414.00,21548.00,0.69,0.92
29/03/2019,12420.00,27454.00,39874.00,965159.00,1.29,2726531.00,387552.00,23514.00,247664.00,324766.00,20919.00,0.64,0.89
01/04/2019,12654.00,27973.00,40627.00,993310.00,1.27,2429317.00,384644.00,23479.00,255735.00,327561.00,21105.00,0.66,0.90
02/04/2019,13013.00,32287.00,45300.00,988992.00,1.32,2479318.00,383780.00,23546.00,256632.00,327980.00,20880.00,0.67,0.89
03/04/2019,10550.00,26749.00,37299.00,997700.00,1.06,2574506.00,389174.00,23591.00,261121.00,334094.00,21504.00,0.67,0.91
04/04/2019,10752.00,27659.00,38411.00,992498.00,1.08,2614644.00,387022.00,23589.00,257766.00,331213.00,21402.00,0.67,0.91
05/04/2019,10770.00,26362.00,37132.00,1001587.00,1.08,2588325.00,390224.00,23638.00,267062.00,336025.00,21572.00,0.68,0.91
08/04/2019,12438.00,24719.00,37157.00,990890.00,1.26,2411189.00,385152.00,23472.00,263215.00,332430.00,21111.00,0.68,0.90
09/04/2019,11566.00,30301.00,41867.00,985771.00,1.17,2489920.00,381332.00,23532.00,259832.00,329571.00,20938.00,0.68,0.89
10/04/2019,11232.00,24882.00,36114.00,997136.00,1.13,2554544.00,387975.00,23533.00,263416.00,335418.00,21409.00,0.68,0.91
11/04/2019,11177.00,23537.00,34714.00,1000540.00,1.12,2617041.00,389900.00,23537.00,266332.00,338652.00,21645.00,0.68,0.92
12/04/2019,10108.00,18452.00,28560.00,1001512.00,1.01,2545599.00,390337.00,23580.00,273684.00,345614.00,21964.00,0.70,0.93
15/04/2019,9192.00,24993.00,34185.00,994989.00,0.92,2415105.00,386852.00,23537.00,267223.00,335847.00,21449.00,0.69,0.91
16/04/2019,9818.00,22703.00,32521.00,989826.00,0.99,2484879.00,387306.00,23592.00,273594.00,340926.00,21649.00,0.71,0.92
17/04/2019,12371.00,26513.00,38884.00,997877.00,1.24,2571547.00,389242.00,23602.00,266089.00,336075.00,21521.00,0.68,0.91
18/04/2019,12351.00,26916.00,39267.00,999311.00,1.24,2636233.00,389708.00,23603.00,259450.00,332473.00,21534.00,0.67,0.91
23/04/2019,10639.00,27378.00,38017.00,993403.00,1.07,2398140.00,387767.00,23595.00,259619.00,330934.00,21190.00,0.67,0.90
24/04/2019,10254.00,21582.00,31836.00,998655.00,1.03,2486095.00,390478.00,23567.00,269166.00,341269.00,21807.00,0.69,0.93
25/04/2019,9887.00,24676.00,34563.00,1002449.00,0.99,2604964.00,391417.00,23584.00,265003.00,337335.00,21655.00,0.68,0.92
26/04/2019,10973.00,24475.00,35448.00,1001632.00,1.10,2568070.00,390719.00,23636.00,263223.00,337504.00,21547.00,0.67,0.91
29/04/2019,10013.00,23396.00,33409.00,997665.00,1.00,2443872.00,388804.00,23476.00,266462.00,337567.00,21512.00,0.69,0.92
30/04/2019,10754.00,29031.00,39785.00,999911.00,1.08,2574414.00,389758.00,23552.00,258058.00,331193.00,21200.00,0.66,0.90
01/05/2019,9931.00,23722.00,33653.00,1001421.00,0.99,2564486.00,390629.00,23545.00,264570.00,338187.00,21617.00,0.68,0.92
02/05/2019,8843.00,23548.00,32391.00,1001120.00,0.88,2634523.00,389853.00,23544.00,265703.00,339169.00,21517.00,0.68,0.91
03/05/2019,11687.00,26532.00,38219.00,997444.00,1.17,2564592.00,388589.00,23582.00,260900.00,334656.00,21334.00,0.67,0.90
07/05/2019,11224.00,26115.00,37339.00,995606.00,1.13,2490244.00,389665.00,23631.00,266014.00,335945.00,21476.00,0.68,0.91
08/05/2019,10170.00,31515.00,41685.00,995875.00,1.02,2540101.00,388042.00,23619.00,252161.00,328339.00,21040.00,0.65,0.89
09/05/2019,7423.00,20902.00,28325.00,1004881.00,0.74,2609945.00,392679.00,23606.00,270159.00,345283.00,22003.00,0.69,0.93
10/05/2019,10950.00,24772.00,35722.00,1004721.00,1.09,2569743.00,392139.00,23657.00,262823.00,336851.00,21653.00,0.67,0.92
13/05/2019,13497.00,36075.00,49572.00,989554.00,1.36,2405090.00,385621.00,23564.00,249020.00,320102.00,20471.00,0.65,0.87
14/05/2019,12982.00,41037.00,54019.00,989617.00,1.31,2474592.00,385218.00,23624.00,244480.00,317787.00,20302.00,0.63,0.86
15/05/2019,13399.00,31776.00,45175.00,987520.00,1.36,2531829.00,386251.00,23622.00,251691.00,324318.00,20877.00,0.65,0.88
16/05/2019,11566.00,25054.00,36620.00,1000809.00,1.16,2626069.00,390330.00,23621.00,260107.00,334679.00,21456.00,0.67,0.91
17/05/2019,12725.00,27428.00,40153.00,996844.00,1.28,2520552.00,389776.00,23667.00,256258.00,330073.00,21307.00,0.66,0.90
20/05/2019,12849.00,30407.00,43256.00,1015718.00,1.27,2374412.00,395944.00,23693.00,264506.00,336828.00,21311.00,0.67,0.90
21/05/2019,17705.00,37472.00,55177.00,1002476.00,1.77,2508438.00,393119.00,23760.00,251399.00,323432.00,20988.00,0.64,0.88
22/05/2019,10761.00,28133.00,38894.00,1022504.00,1.05,2527268.00,397209.00,23770.00,257422.00,333972.00,21436.00,0.65,0.90
23/05/2019,11010.00,31614.00,42624.00,1020309.00,1.08,2621587.00,397787.00,23800.00,256024.00,331633.00,21164.00,0.64,0.89
24/05/2019,15676.00,41100.00,56776.00,1011666.00,1.55,2539527.00,394098.00,23836.00,242418.00,314822.00,20481.00,0.62,0.86
28/05/2019,20121.00,34336.00,54457.00,1000537.00,2.01,2448495.00,386812.00,23755.00,250442.00,321754.00,20634.00,0.65,0.87
29/05/2019,8933.00,28216.00,37149.00,1014636.00,0.88,2530263.00,395703.00,23767.00,259652.00,336856.00,21463.00,0.66,0.90
30/05/2019,20145.00,37936.00,58081.00,987479.00,2.04,2523835.00,386532.00,23775.00,245783.00,316644.00,20367.00,0.64,0.86
31/05/2019,15792.00,39620.00,55412.00,995582.00,1.59,2527307.00,389581.00,23798.00,241297.00,314094.00,20233.00,0.62,0.85
03/06/2019,15012.00,31645.00,46657.00,1008335.00,1.49,2336821.00,393395.00,23758.00,253979.00,326920.00,20904.00,0.65,0.88
04/06/2019,12969.00,32352.00,45321.00,1013304.00,1.28,2435075.00,395954.00,23829.00,256339.00,331463.00,21108.00,0.65,0.89
05/06/2019,10109.00,23947.00,34056.00,1019095.00,0.99,2486996.00,397558.00,23836.00,267533.00,341802.00,21796.00,0.67,0.91
06/06/2019,10217.00,25206.00,35423.00,1021273.00,1.00,2584141.00,398398.00,23828.00,264909.00,340787.00,21828.00,0.66,0.92
07/06/2019,14219.00,39450.00,53669.00,1016560.00,1.40,2516062.00,396108.00,23870.00,243217.00,318059.00,20550.00,0.61,0.86
10/06/2019,12294.00,33643.00,45937.00,1014580.00,1.21,2404588.00,395981.00,23752.00,245808.00,327196.00,20932.00,0.62,0.88
11/06/2019,14819.00,43977.00,58796.00,1004301.00,1.48,2469974.00,389248.00,23812.00,234377.00,307981.00,19837.00,0.60,0.83
12/06/2019,15471.00,38437.00,53908.00,983700.00,1.57,2527773.00,387336.00,23760.00,246110.00,319677.00,20275.00,0.64,0.85
13/06/2019,11707.00,27328.00,39035.00,1014356.00,1.15,2586090.00,392718.00,23770.00,258292.00,332644.00,21489.00,0.66,0.90
14/06/2019,11563.00,28784.00,40347.00,1016827.00,1.14,2576128.00,397252.00,23824.00,262734.00,337844.00,21590.00,0.66,0.91
17/06/2019,9967.00,25556.00,35523.00,1014178.00,0.98,2386902.00,394987.00,23707.00,264124.00,338887.00,21478.00,0.67,0.91
18/06/2019,12701.00,32896.00,45597.00,973815.00,1.30,2485638.00,380068.00,22939.00,242991.00,314978.00,20155.00,0.64,0.88
19/06/2019,11180.00,24747.00,35927.00,977424.00,1.14,2531242.00,380738.00,22905.00,253374.00,328209.00,20802.00,0.67,0.91
20/06/2019,10805.00,25092.00,35897.00,978664.00,1.10,2594216.00,380385.00,22948.00,249945.00,323178.00,20832.00,0.66,0.91
21/06/2019,11294.00,27819.00,39113.00,981608.00,1.15,2554781.00,382384.00,22955.00,246712.00,320929.00,20710.00,0.65,0.90
24/06/2019,14445.00,31932.00,46377.00,1009540.00,1.43,2346678.00,394176.00,23726.00,255498.00,329642.00,21029.00,0.65,0.89
